Id,Name,Type,Size,Form,Standard,Warehouse,Unit,price,LastPriceDate
,میلگرد آجدار درپاد تبریز 10 A2 شاخه 12 متری کارخانه  ,,10,,A2,کارخانه,,330909,1404/5/7
,میلگرد آجدار درپاد تبریز 12 A2 شاخه 12 متری کارخانه  ,,12,,A2,کارخانه,,330909,1404/5/7
,میلگرد آجدار درپاد تبریز 14 A3 شاخه 12 متری کارخانه  ,,14,,A3,کارخانه,,327273,1404/5/7
,میلگرد آجدار درپاد تبریز 16 A3 شاخه 12 متری کارخانه  ,,16,,A3,کارخانه,,327273,1404/5/7
,میلگرد آجدار درپاد تبریز 18 A3 شاخه 12 متری کارخانه  ,,18,,A3,کارخانه,,327273,1404/5/7
,میلگرد آجدار درپاد تبریز 20 A3 شاخه 12 متری کارخانه  ,,20,,A3,کارخانه,,327273,1404/5/7
,میلگرد آجدار درپاد تبریز 22 A3 شاخه 12 متری کارخانه  ,,22,,A3,کارخانه,,327273,1404/5/7
,میلگرد آجدار درپاد تبریز 25 A3 شاخه 12 متری کارخانه  ,,25,,A3,کارخانه,,327273,1404/5/7
,میلگرد آجدار درپاد تبریز 28 A3 شاخه 12 متری کارخانه  ,,28,,A3,کارخانه,,327273,1404/5/7
,میلگرد آجدار کوثر اهواز 12 A3 شاخه 12 متری کارخانه  ,,12,,A3,کارخانه,,330909,1404/5/7
,میلگرد آجدار کوثر اهواز 14 A3 شاخه 12 متری کارخانه  ,,14,,A3,کارخانه,,315455,1404/5/7
,میلگرد آجدار کوثر اهواز 16 A3 شاخه 12 متری کارخانه  ,,16,,A3,کارخانه,,317273,1404/5/7
,میلگرد آجدار کوثر اهواز 18 A3 شاخه 12 متری کارخانه  ,,18,,A3,کارخانه,,315455,1404/5/7
,میلگرد آجدار کوثر اهواز 20 A3 شاخه 12 متری کارخانه  ,,20,,A3,کارخانه,,315455,1404/5/7
,میلگرد آجدار کوثر اهواز 22 A3 شاخه 12 متری کارخانه  ,,22,,A3,کارخانه,,315455,1404/5/7
,میلگرد آجدار کوثر اهواز 25 A3 شاخه 12 متری کارخانه  ,,25,,A3,کارخانه,,315455,1404/5/7
,میلگرد آجدار کوثر اهواز 28 A3 شاخه 12 متری کارخانه  ,,28,,A3,کارخانه,,315455,1404/5/7
,میلگرد آجدار کوثر اهواز 32 A3 شاخه 12 متری کارخانه  ,,32,,A3,کارخانه,,315455,1404/5/7
,میلگرد آجدار خلیج فارس 14 A3 شاخه 12 متری کارخانه  ,,14,,A3,کارخانه,,313636,1404/5/7
,میلگرد آجدار خلیج فارس 16 A3 شاخه 12 متری کارخانه  ,,16,,A3,کارخانه,,313636,1404/5/7
,میلگرد آجدار خلیج فارس 18 A3 شاخه 12 متری کارخانه  ,,18,,A3,کارخانه,,313636,1404/5/7
,میلگرد آجدار خلیج فارس 20 A3 شاخه 12 متری کارخانه  ,,20,,A3,کارخانه,,313636,1404/5/7
,میلگرد آجدار خلیج فارس 22 A3 شاخه 12 متری کارخانه  ,,22,,A3,کارخانه,,313636,1404/5/7
,میلگرد آجدار خلیج فارس 25 A3 شاخه 12 متری کارخانه  ,,25,,A3,کارخانه,,313636,1404/5/7
,میلگرد آجدار خلیج فارس 28 A3 شاخه 12 متری کارخانه  ,,28,,A3,کارخانه,,313636,1404/5/7
,میلگرد آجدار هیربد 8 A2 شاخه 12 متری کارخانه  ,,8,,A2,کارخانه,,344545,1404/5/7
,میلگرد آجدار هیربد 10 A2 شاخه 12 متری کارخانه  ,,10,,A2,کارخانه,,332727,1404/5/7
,میلگرد آجدار هیربد 12 A3 شاخه 12 متری کارخانه  ,,12,,A3,کارخانه,,330000,1404/5/7
,میلگرد آجدار هیربد 14 A3 شاخه 12 متری کارخانه  ,,14,,A3,کارخانه,,322727,1404/5/7
,میلگرد آجدار هیربد 16 A3 شاخه 12 متری کارخانه  ,,16,,A3,کارخانه,,322727,1404/5/7
,میلگرد آجدار هیربد 18 A3 شاخه 12 متری کارخانه  ,,18,,A3,کارخانه,,321818,1404/5/7
,میلگرد آجدار هیربد 20 A3 شاخه 12 متری کارخانه  ,,20,,A3,کارخانه,,321818,1404/5/7
,میلگرد آجدار هیربد 22 A3 شاخه 12 متری کارخانه  ,,22,,A3,کارخانه,,322727,1404/5/7
,میلگرد آجدار هیربد 25 A3 شاخه 12 متری کارخانه  ,,25,,A3,کارخانه,,321818,1404/5/7
,میلگرد آجدار هیربد 28 A3 شاخه 12 متری کارخانه  ,,28,,A3,کارخانه,,324545,1404/5/7
,میلگرد آجدار هیربد 32 A3 شاخه 12 متری کارخانه  ,,32,,A3,کارخانه,,324545,1404/5/7
,میلگرد آجدار ابرکوه 12 A3 شاخه 12 متری کارخانه  ,,12,,A3,کارخانه,,320909,1404/5/7
,میلگرد آجدار ابرکوه 14 A3 شاخه 12 متری کارخانه  ,,14,,A3,کارخانه,,310000,1404/5/7
,میلگرد آجدار ابرکوه 16 A3 شاخه 12 متری کارخانه  ,,16,,A3,کارخانه,,309091,1404/5/7
,میلگرد آجدار ابرکوه 18 A3 شاخه 12 متری کارخانه  ,,18,,A3,کارخانه,,308182,1404/5/7
,میلگرد آجدار ابرکوه 20 A3 شاخه 12 متری کارخانه  ,,20,,A3,کارخانه,,309091,1404/5/7
,میلگرد آجدار ابرکوه 22 A3 شاخه 12 متری کارخانه  ,,22,,A3,کارخانه,,308182,1404/5/7
,میلگرد آجدار ابرکوه 25 A3 شاخه 12 متری کارخانه  ,,25,,A3,کارخانه,,308182,1404/5/7
,میلگرد آجدار ابرکوه 28 A3 شاخه 12 متری کارخانه  ,,28,,A3,کارخانه,,312727,1404/5/7
,میلگرد آجدار ابرکوه 32 A3 شاخه 12 متری کارخانه  ,,32,,A3,کارخانه,,312727,1404/5/7
,میلگرد آجدار پردیس 8 A2 شاخه 12 متری کارخانه  ,,8,,A2,کارخانه,,348182,1404/5/7
,میلگرد آجدار پردیس 12 A3 شاخه 12 متری کارخانه  ,,12,,A3,کارخانه,,330000,1404/5/7
,میلگرد آجدار پردیس 10 A2 شاخه 12 متری کارخانه  ,,10,,A2,کارخانه,,330000,1404/5/7
,میلگرد آجدار پردیس 10 A3 شاخه 12 متری کارخانه  ,,10,,A3,کارخانه,,335455,1404/5/7
,میلگرد آجدار پردیس 14 A3 شاخه 12 متری کارخانه,,14,,A3,کارخانه,,322727,1404/5/7
,میلگرد آجدار پردیس 16 A3 شاخه 12 متری کارخانه,,16,,A3,کارخانه,,322727,1404/5/7
,میلگرد آجدار پردیس 18 A3 شاخه 12 متری کارخانه,,18,,A3,کارخانه,,322727,1404/5/7
,میلگرد آجدار پردیس 20 A3 شاخه 12 متری کارخانه,,20,,A3,کارخانه,,322727,1404/5/7
,میلگرد آجدار پردیس 22 A3 شاخه 12 متری کارخانه,,22,,A3,کارخانه,,322727,1404/5/7
,میلگرد آجدار پردیس 25 A3 شاخه 12 متری کارخانه,,25,,A3,کارخانه,,322727,1404/5/7
,میلگرد آجدار پردیس 28 A3 شاخه 12 متری کارخانه,,28,,A3,کارخانه,,325455,1404/5/7
,میلگرد آجدار پردیس 32 A3 شاخه 12 متری کارخانه,,32,,A3,کارخانه,,325455,1404/5/7
,میلگرد آجدار پرشین فولاد 10 A3 شاخه 12 متری کارخانه  ,,10,,A3,کارخانه,,327273,1404/5/7
,میلگرد آجدار پرشین فولاد 12 A3 شاخه کارخانه  ,,12,,A3,کارخانه,,323636,1404/5/7
,میلگرد آجدار پرشین فولاد 14 A3 شاخه 12 متری کارخانه  ,,14,,A3,کارخانه,,318182,1404/5/7
,میلگرد آجدار پرشین فولاد 16 A3 شاخه 12 متری کارخانه  ,,16,,A3,کارخانه,,317273,1404/5/7
,میلگرد آجدار پرشین فولاد 18 A3 شاخه 12 متری کارخانه  ,,18,,A3,کارخانه,,317273,1404/5/7
,میلگرد آجدار پرشین فولاد 20 A3 شاخه 12 متری کارخانه  ,,20,,A3,کارخانه,,317273,1404/5/7
,میلگرد آجدار پرشین فولاد 22 A3 شاخه 12 متری کارخانه  ,,22,,A3,کارخانه,,317273,1404/5/7
,میلگرد آجدار پرشین فولاد 25 A3 شاخه 12 متری کارخانه  ,,25,,A3,کارخانه,,316818,1404/5/7
,میلگرد آجدار پرشین فولاد 28 A3 شاخه 12 متری کارخانه  ,,28,,A3,کارخانه,,316818,1404/5/7
,میلگرد آجدار پرشین فولاد 32 A3 شاخه 12 متری کارخانه  ,,32,,A3,کارخانه,,316818,1404/5/7
